"";"CTR1_24h";"CTR2_24h";"CTR3_24h";"CTR4_24h";"EV1_24h";"EV2_24h";"EV3_24h";"EV4_24h"
"ENSG00000136448|NMT1";5532;5338;4738;4086;4482;4763;4201;4976
"ENSG00000289024";0;0;2;0;0;0;0;0
"ENSG00000267788";0;0;0;0;0;0;0;0
"ENSG00000172992|DCAKD";1058;1217;847;852;1088;1271;1186;1420
"ENSG00000161714|PLCD3";2180;2639;2177;1866;2058;2264;2075;2736
"ENSG00000181513|ACBD4";306;420;299;280;370;452;382;556
"ENSG00000131094|C1QL1";16;44;24;19;5;21;23;48
"ENSG00000200888|Y_RNA";0;2;0;2;3;3;3;1
"ENSG00000277249|MIR6784";3;4;2;1;2;4;3;0
"ENSG00000225190|PLEKHM1";1616;1475;1526;1365;1412;1663;1495;1696
"ENSG00000236234";0;0;0;0;0;0;0;0
"ENSG00000284055|MIR4315-1";1;1;1;1;1;1;1;1
"ENSG00000263503|MAPK8IP1P2";4;8;4;10;3;15;4;8
"ENSG00000204652|RPS26P8";65;48;51;40;43;57;45;48
"ENSG00000278770|Metazoa_SRP";0;2;0;0;0;0;0;0
"ENSG00000267198";22;21;27;10;14;17;10;23
"ENSG00000267246";9;6;4;0;4;0;3;5
"ENSG00000264070|DND1P1";9;19;6;9;6;10;2;6
"ENSG00000291175";145;109;80;108;87;68;72;93
"ENSG00000214425|LRRC37A4P";170;136;144;142;152;112;133;105
"ENSG00000266918";13;15;16;9;14;9;8;18
"ENSG00000131484";0;3;2;4;1;4;1;4
"ENSG00000266504|RDM1P1";4;4;4;3;3;4;2;4
"ENSG00000285668";14;7;18;9;11;10;0;10
"ENSG00000280022";0;9;3;4;7;3;5;2
"ENSG00000293460|LINC02210";647;896;655;757;884;970;758;1126
"ENSG00000265547";0;0;0;0;0;0;0;0
"ENSG00000265964";0;0;0;0;0;0;0;0
"ENSG00000120088|CRHR1";0;0;0;0;0;0;0;0
"ENSG00000264589|MAPT-AS1";0;0;0;0;0;0;0;0
"ENSG00000185294|SPPL2C";0;0;0;0;0;0;0;0
"ENSG00000186868|MAPT";17;15;44;55;40;35;23;48
"ENSG00000279685|MAPT-IT1";0;0;5;0;3;0;0;0
"ENSG00000262881";0;0;0;0;0;0;0;0
"ENSG00000274883|Metazoa_SRP";0;0;0;0;0;0;0;0
"ENSG00000256762|STH";0;0;0;0;0;0;0;0
"ENSG00000263715|LINC02210-CRHR1";2;2;2;2;2;2;1;2
"ENSG00000204650|LINC02210";1;1;4;4;6;1;4;2
"ENSG00000262500|MAPK8IP1P1";0;1;0;0;0;4;3;0
"ENSG00000120071|KANSL1";1924;1740;1555;1575;1807;1578;1325;1824
"ENSG00000262372";0;0;0;0;0;0;0;0
"ENSG00000214401|KANSL1-AS1";100;156;125;93;136;165;84;146
"ENSG00000238723|Y_RNA";0;2;3;0;4;2;1;2
"ENSG00000291018";0;3;0;4;7;3;0;4
"ENSG00000261575";0;0;0;0;0;0;0;0
"ENSG00000228696|ARL17B";497;417;462;388;359;289;243;339
"ENSG00000176681|LRRC37A";299;308;309;258;265;241;311;338
"ENSG00000289729";5;4;8;1;11;7;14;1
"ENSG00000265411|RN7SL656P";1;2;0;0;3;0;0;0
"ENSG00000185829|ARL17A";801;635;590;571;493;446;394;485
"ENSG00000238083|LRRC37A2";540;544;486;439;426;514;454;497
"ENSG00000073969|NSF";3069;2891;2760;2193;2127;2383;1931;2380
"ENSG00000108379|WNT3";227;202;198;180;180;194;105;179
"ENSG00000158955|WNT9B";0;0;0;0;0;0;0;0
"ENSG00000262031|LINC01974";0;0;0;0;0;0;0;0
"ENSG00000210709|RNU6ATAC3P";0;0;0;0;0;0;0;0
"ENSG00000108433|GOSR2";3245;3383;2948;2615;2848;2745;2291;3054
"ENSG00000262633";0;1;0;3;11;0;0;0
"ENSG00000264999|MIR5089";0;0;0;0;0;0;0;0
"ENSG00000179673|RPRML";0;0;0;0;0;0;0;0
"ENSG00000262879";2012;1992;1670;1766;2051;2232;1846;2414
"ENSG00000277198|RN7SL270P";1;0;0;0;0;0;0;0
"ENSG00000260075|NSFP1";759;720;577;552;504;535;359;550
"ENSG00000266497|RDM1P2";3;5;2;2;1;2;0;3
"ENSG00000265315|RN7SL199P";1;2;0;0;3;0;0;0
"ENSG00000232300|FAM215B";17;4;15;10;7;10;6;3
"ENSG00000213326|RPS7P11";38;49;30;24;41;55;32;46
"ENSG00000261886|GOSR2-DT";4;0;0;0;0;0;0;0
"ENSG00000291209";0;1;1;1;1;1;1;0
"ENSG00000263142|LRRC37A17P";49;49;29;50;35;50;24;39
"ENSG00000289730";0;0;4;1;0;0;3;0
"ENSG00000198933|TBKBP1";473;606;443;386;452;545;437;508
"ENSG00000073861|TBX21";0;0;0;0;0;0;0;0
"ENSG00000006025|OSBPL7";298;472;351;327;468;362;367;432
"ENSG00000159111|MRPL10";999;997;802;926;1070;1082;1165;1350
"ENSG00000189120|SP6";35;31;14;16;27;9;22;18
"ENSG00000266821";0;3;2;6;0;6;0;0
"ENSG00000141294|LRRC46";0;0;3;8;0;7;9;0
"ENSG00000141295|SCRN2";732;1106;986;818;1072;1127;815;1165
"ENSG00000004897|CDC27";10880;9210;8456;8175;7231;7018;6613;7664
"ENSG00000262265";60;37;13;33;4;33;12;13
"ENSG00000261872";0;0;0;0;0;0;0;0
"ENSG00000198336|MYL4";0;0;0;0;0;0;0;0
"ENSG00000259753";0;0;0;0;0;0;0;0
"ENSG00000238419|RNU7-186P";0;0;0;0;0;0;0;0
"ENSG00000276790";0;0;0;0;0;0;0;0
"ENSG00000263293|EFCAB13-DT";0;0;0;7;0;3;5;0
"ENSG00000178852|EFCAB13";212;185;159;186;246;248;174;243
"ENSG00000291120";111;120;101;98;115;91;88;155
"ENSG00000141279|NPEPPS";3800;3799;3361;3349;3981;4094;3264;4331
"ENSG00000206734|Y_RNA";1;0;0;0;2;0;0;0
"ENSG00000263766|KPNB1-DT";10;0;0;0;18;12;12;0
"ENSG00000108424|KPNB1";23742;18815;17739;16210;14878;13914;12208;14660
"ENSG00000239291";22;20;16;6;22;9;0;6
"ENSG00000259207|ITGB3";714;602;557;543;421;496;521;502
"ENSG00000253347";0;0;0;0;4;5;0;6
"ENSG00000228782|MRPL45P2";0;5;6;18;18;10;9;2
"ENSG00000264558";0;0;0;0;0;1;0;0
"ENSG00000264920|SP2-DT";63;68;81;62;62;91;64;76
"ENSG00000167182|SP2";96;81;37;65;65;53;79;68
"ENSG00000234494|SP2-AS1";83;52;35;53;32;65;23;65
"ENSG00000266601";0;3;4;0;0;0;0;0
"ENSG00000108439|PNPO";1494;1546;1443;1248;1220;1367;1133;1578
"ENSG00000264019";2;0;3;0;0;1;2;0
"ENSG00000263798";1;0;47;0;97;0;0;0
"ENSG00000167183|PRR15L";0;0;0;0;0;0;0;0
"ENSG00000108465|CDK5RAP3";2981;3021;2545;2322;3171;2831;2325;2948
"ENSG00000264701";0;0;0;0;0;0;0;0
"ENSG00000005243|COPZ2";3731;4441;4088;3348;3402;4139;3567;3905
"ENSG00000207947|MIR152";0;2;2;4;1;2;1;3
"ENSG00000278765";5;18;5;4;15;0;4;4
"ENSG00000002919|SNX11";531;505;458;367;428;393;284;414
"ENSG00000108468|CBX1";5022;4309;3566;3211;3411;3232;2916;3464
"ENSG00000206954|RNU6-1201P";5;0;0;4;0;0;0;0
"ENSG00000263412|NFE2L1-DT";88;70;80;56;77;50;48;91
"ENSG00000082641|NFE2L1";13752;16405;13209;12399;12788;15454;12809;15192
"ENSG00000266341";2;4;2;2;2;3;3;3
"ENSG00000229637|PRAC2";0;0;0;0;0;0;0;0
"ENSG00000273750";0;0;0;0;0;0;0;0
"ENSG00000277542";0;0;0;0;0;0;0;0
"ENSG00000263602|MIR3185";0;0;0;0;0;0;0;0
"ENSG00000159184|HOXB13";0;0;0;0;0;0;0;0
"ENSG00000173917|HOXB2";0;0;5;0;0;0;0;0
"ENSG00000230148|HOXB-AS1";0;0;0;0;0;3;0;0
"ENSG00000120093|HOXB3";0;0;0;3;0;0;0;0
"ENSG00000233101|HOXB-AS3";0;0;0;0;0;0;0;0
"ENSG00000239552|HOXB-AS2";0;0;0;0;0;0;0;0
"ENSG00000182742|HOXB4";0;0;0;0;0;0;0;0
"ENSG00000257178";0;0;0;0;0;0;0;0
"ENSG00000284038|MIR10A";0;0;0;0;0;0;0;0
"ENSG00000120075|HOXB5";0;0;0;0;0;0;0;0
"ENSG00000108511|HOXB6";0;0;0;0;0;0;0;0
"ENSG00000141293|SKAP1";0;0;0;0;0;0;0;0
"ENSG00000221739|MIR1203";0;0;0;0;0;0;0;0
"ENSG00000263787|SKAP1-AS1";0;0;0;0;0;0;0;0
"ENSG00000207306|RNU6-1152P";0;0;0;0;0;0;0;0
"ENSG00000235300|SKAP1-AS2";0;0;0;0;0;0;0;0
"ENSG00000266222";0;0;0;0;0;0;0;0
"ENSG00000200538|U3";0;0;0;0;0;0;0;0
"ENSG00000136436|CALCOCO2";4676;5205;4622;4109;4884;5233;4541;5363
"ENSG00000289021";11;4;17;14;3;4;10;2
"ENSG00000167080|B4GALNT2";31;15;6;16;8;4;14;34
"ENSG00000240995";0;0;0;0;0;0;0;0
"ENSG00000250838";0;0;0;0;0;0;0;0
"ENSG00000159217|IGF2BP1";36;40;39;40;26;32;17;17
"ENSG00000251461";0;0;0;0;0;0;0;0
"ENSG00000255851|Metazoa_SRP";0;0;0;0;0;0;0;0
"ENSG00000252636|RNU6-826P";0;0;0;0;0;0;2;0
"ENSG00000251550";0;0;0;0;0;0;0;0
"ENSG00000167083|GNGT2";0;0;0;0;0;0;3;0
"ENSG00000108798|ABI3";30;10;11;0;9;16;11;6
"ENSG00000173868|PHOSPHO1";8;12;4;10;11;4;0;0
"ENSG00000212565";0;0;0;0;0;0;0;0
"ENSG00000248895";0;0;0;0;0;0;0;0
"ENSG00000159199|ATP5MC1";1254;1139;897;745;895;764;697;761
"ENSG00000270781";3;1;2;1;1;0;0;3
"ENSG00000159202|UBE2Z";5972;5505;4909;4369;4490;4888;4141;5150
"ENSG00000159210|SNF8";1694;1480;1415;1349;1305;1141;1125;1398
"ENSG00000293025";0;70;57;0;75;81;84;91
"ENSG00000248278|SUMO2P17";54;8;1;26;1;1;2;1
"ENSG00000230532";3;8;1;4;4;5;0;0
"ENSG00000177369|FLJ40194";0;2;0;2;2;0;2;2
"ENSG00000273500|MIR6129";0;0;0;0;0;0;0;1
"ENSG00000198740|ZNF652";2328;2576;2316;2174;2585;2514;2358;2733
"ENSG00000248714|ZNF652-AS1";0;10;12;0;0;0;0;9
"ENSG00000279036";0;0;0;0;0;0;0;0
"ENSG00000064300|NGFR";0;0;0;0;10;3;0;5
"ENSG00000249906|NGFR-AS1";0;0;0;0;0;0;0;0
"ENSG00000277478|MIR6165";0;0;0;0;0;0;0;0
"ENSG00000250310";0;0;0;0;0;0;0;0
"ENSG00000182575|NXPH3";72;99;88;88;57;153;109;223
"ENSG00000250948";0;4;0;0;0;0;0;4
"ENSG00000186244";0;0;0;0;0;2;0;0
"ENSG00000167085|PHB1";4784;4463;4021;3214;3285;3171;2842;3427
"ENSG00000250186";3;18;5;4;0;4;2;2
"ENSG00000207127|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000249497|LINC02075";0;0;0;0;0;0;0;0
"ENSG00000262039";0;0;0;0;0;0;0;0
"ENSG00000229944|EIF4EP2";171;144;145;98;114;99;105;113
"ENSG00000121067|SPOP";2481;2592;2038;2112;2459;2668;2311;2850
"ENSG00000176358|TAC4";0;0;0;0;0;2;0;0
"ENSG00000204584";9;6;0;18;0;5;0;3
"ENSG00000108813|DLX4";3;4;0;3;5;0;0;0
"ENSG00000064195|DLX3";6;3;0;0;0;0;8;0
"ENSG00000121073|SLC35B1";1936;1985;1666;1515;1614;1387;1236;1616
"ENSG00000250751";0;2;0;0;0;0;4;0
"ENSG00000121104|FAM117A";91;72;78;96;65;92;64;68
"ENSG00000136504|KAT7";3317;3207;2570;2210;2751;2676;2212;2806
"ENSG00000235183|SRP14P3";4;0;1;3;1;0;0;0
"ENSG00000262837";0;0;0;0;0;0;0;0
"ENSG00000276851";1;0;6;0;0;2;0;0
"ENSG00000005884|ITGA3";7374;5523;4876;4392;3497;3545;3395;3425
"ENSG00000246640|PICART1";19;27;14;29;18;17;13;20
"ENSG00000005882|PDK2";1275;1436;1221;1152;1514;1314;1331;1705
"ENSG00000275025";0;0;0;0;0;0;0;0
"ENSG00000250282";0;0;0;0;0;0;0;0
"ENSG00000167100|SAMD14";504;484;426;398;454;551;414;603
"ENSG00000236472";0;0;0;0;0;0;0;0
"ENSG00000108819|PPP1R9B";2878;2941;2279;2026;2388;2803;2545;2972
"ENSG00000253730";0;0;10;0;4;4;0;0
"ENSG00000167105|TMEM92";10;17;17;22;0;5;0;0
"ENSG00000251179|TMEM92-AS1";34;29;24;15;35;18;7;20
"ENSG00000275897";3;0;0;7;0;4;0;0
"ENSG00000136444|RSAD1";939;982;725;680;823;828;704;903
"ENSG00000167107|ACSF2";482;609;480;391;628;798;565;806
"ENSG00000262759|MRPS21P9";0;0;0;0;0;0;0;0
"ENSG00000136457|CHAD";0;0;0;0;0;0;0;0
"ENSG00000015532|XYLT2";2594;2778;2242;1921;2261;2339;1983;2679
"ENSG00000108826|MRPL27";1516;1339;1293;1049;1094;1250;1162;1298
"ENSG00000154920|EME1";719;354;423;328;194;91;139;126
"ENSG00000253102";0;0;0;0;0;0;0;0
"ENSG00000279792";8;15;30;24;26;9;13;14
"ENSG00000108829|LRRC59";9248;7608;6833;5613;4684;4647;4280;4984
"ENSG00000206824|Y_RNA";1;0;2;2;0;0;0;4
"ENSG00000201340|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000154945|ANKRD40";4299;4118;3530;3332;3172;3294;2806;3369
"ENSG00000262967";1;2;2;1;1;1;1;2
"ENSG00000249451";0;0;0;0;0;0;0;0
"ENSG00000136449|MYCBPAP";69;63;72;81;130;112;104;144
"ENSG00000049283|EPN3";0;0;2;0;0;5;0;0
"ENSG00000250286";25;12;14;9;40;25;5;9
"ENSG00000006282|SPATA20";4187;5282;4322;3798;5036;5972;5032;6007
"ENSG00000250107|CACNA1G-AS1";0;0;0;0;0;0;0;0
"ENSG00000006283|CACNA1G";98;129;169;139;246;158;249;249
"ENSG00000250976";0;0;0;0;0;0;0;0
"ENSG00000251239";1;0;0;2;0;0;1;0
"ENSG00000108846|ABCC3";2355;2631;2053;2119;2714;2849;2425;2945
"ENSG00000173714|WFIKKN2";0;0;0;0;0;7;0;6
"ENSG00000261976";0;0;0;0;0;0;0;0
"ENSG00000247011";0;4;4;0;0;0;0;0
"ENSG00000251665";0;0;0;0;0;0;0;0
"ENSG00000141232|TOB1";594;645;535;728;452;700;594;711
"ENSG00000229980|TOB1-AS1";15;8;13;0;29;24;6;19
"ENSG00000262006";0;0;0;0;0;0;0;0
"ENSG00000108848|LUC7L3";3688;4171;3783;3153;4045;4136;2933;4158
"ENSG00000278963";45;43;30;37;26;16;42;29
"ENSG00000261959";0;2;0;0;0;0;0;0
"ENSG00000108823|SGCA";6;13;9;21;14;23;13;16
"ENSG00000249406";13;26;4;4;0;9;0;4
"ENSG00000293483";18;17;11;4;4;0;4;2
"ENSG00000188662|H1-9P";1;1;1;2;0;0;1;0
"ENSG00000108821|COL1A1";271129;315086;268005;256829;255705;278657;248706;310892
"ENSG00000263176";0;0;0;0;0;0;0;0
"ENSG00000008294|SPAG9";11370;9626;8991;8395;8324;8202;7004;8802
"ENSG00000249870";0;0;0;0;0;0;0;0
"ENSG00000239672|NME1";2897;2284;1811;1845;1261;1318;1211;1197
"ENSG00000011052|NME1-NME2";2162;1607;4036;1980;1990;1071;1204;2301
"ENSG00000243678|NME2";9025;9453;6201;6830;7283;7663;7132;7141
"ENSG00000011258|MBTD1";592;602;570;476;746;811;634;741
"ENSG00000011260|UTP18";1745;1513;1277;1107;1403;1319;1148;1295
"ENSG00000279089";89;94;95;51;82;67;50;39
"ENSG00000264895";51;23;28;44;19;19;11;31
"ENSG00000108924|HLF";3;5;0;0;0;11;6;0
"ENSG00000263096";0;0;0;0;0;0;0;0
"ENSG00000108960|MMD";1858;1352;1035;1251;1200;1132;1189;1334
"ENSG00000166292|TMEM100";108;76;50;39;141;101;134;160
"ENSG00000141198|TOM1L1";1352;1333;1211;1075;1525;1311;1038;1389
"ENSG00000166260|COX11";2185;2382;2144;1878;1991;2157;1530;2216
"ENSG00000275710";0;3;2;0;3;0;0;2
"ENSG00000166263|STXBP4";1267;1187;1175;1115;1248;1082;1093;1243
"ENSG00000279059";101;83;65;54;47;91;62;51
"ENSG00000141179|PCTP";495;504;472;503;456;545;479;577
"ENSG00000262052";0;0;0;0;0;0;0;0
"ENSG00000183691|NOG";425;256;335;207;115;134;124;113
"ENSG00000153930|ANKFN1";7;48;36;47;41;56;39;59
"ENSG00000261882";0;0;0;0;0;0;0;0
"ENSG00000279606";0;3;0;0;0;0;0;0
"ENSG00000262298";0;0;0;0;0;0;0;0
"ENSG00000262623";0;0;0;0;0;0;0;0
"ENSG00000121058|COIL";1069;1006;913;735;958;829;771;988
"ENSG00000214226|C17orf67";374;301;267;254;308;293;220;340
"ENSG00000121060|TRIM25";2629;1917;1682;1850;2166;2205;1928;2704
"ENSG00000153933|DGKE";1598;1349;1234;1068;1381;1184;960;1171
"ENSG00000212469|RNU6-1158P";3;0;0;2;0;0;0;0
"ENSG00000262408";0;0;0;0;0;0;0;0
"ENSG00000262112";0;0;0;0;0;0;0;0
"ENSG00000283209";3;3;1;0;0;5;0;2
"ENSG00000284542|MIR3614";1;1;1;0;0;1;0;1
"ENSG00000274213";6;22;0;8;9;13;9;22
"ENSG00000263004|AKAP1-DT";24;15;21;24;52;55;54;59
"ENSG00000121057|AKAP1";759;641;548;466;681;570;514;729
"ENSG00000263089";0;0;0;0;0;0;0;0
"ENSG00000121064|SCPEP1";2907;3602;3509;2797;4016;4609;3675;4339
"ENSG00000263120";5;0;11;2;0;3;0;3
"ENSG00000265542";0;0;0;0;0;0;0;0
"ENSG00000222976|RN7SKP94";0;0;0;0;0;0;0;0
"ENSG00000181610|MRPS23";1868;1816;1889;1449;1581;1898;1377;1780
"ENSG00000278642";4;5;4;3;0;0;0;5
"ENSG00000286732";0;0;0;0;0;0;0;0
"ENSG00000153944|MSI2";800;999;747;767;1075;1310;1026;1089
"ENSG00000266100";0;0;0;0;0;0;0;0
"ENSG00000280028";0;0;0;0;0;0;0;0
"ENSG00000263499";0;0;0;0;0;0;0;0
"ENSG00000279555";6;11;3;0;0;3;6;3
"ENSG00000279281";4;9;3;0;0;0;0;0
"ENSG00000242889|RN7SL449P";0;0;0;0;0;0;0;0
"ENSG00000180891|CUEDC1";1350;1643;1276;1130;1283;1362;1084;1520
"ENSG00000264914";0;0;0;0;0;0;0;0
"ENSG00000264364|DYNLL2";2783;2613;2032;2124;2225;2161;2140;2369
"ENSG00000279207";532;506;400;424;503;447;438;448
"ENSG00000136450|SRSF1";16100;14082;13106;11046;10578;9010;8319;9762
"ENSG00000136451|VEZF1";6752;6923;6723;5865;6850;6868;6092;7334
"ENSG00000280233";9;5;0;0;0;11;0;0
"ENSG00000266086";493;418;178;199;650;899;364;518
"ENSG00000264112";722;587;589;614;580;368;376;491
"ENSG00000279069";110;124;93;91;67;71;43;103
"ENSG00000005381|MPO";0;0;0;0;0;0;0;0
"ENSG00000011143|MKS1";413;439;375;355;412;406;298;446
"ENSG00000167419|LPO";0;0;0;0;0;0;0;0
"ENSG00000287337";0;0;0;0;0;0;0;14
"ENSG00000286788";0;0;0;0;0;0;0;5
"ENSG00000266648|SETP3";0;2;0;0;2;0;0;0
"ENSG00000176160|HSF5";7;4;0;0;0;0;0;3
"ENSG00000005379|TSPOAP1";0;0;0;0;7;0;0;9
"ENSG00000265148|TSPOAP1-AS1";27;19;17;21;10;9;20;12
"ENSG00000265206|MIR142HG";0;0;0;0;0;0;0;0
"ENSG00000284353|MIR142";0;0;0;0;0;0;0;0
"ENSG00000264399|MIR4736";0;0;0;0;0;0;0;0
"ENSG00000108375|RNF43";0;0;0;0;0;0;0;0
"ENSG00000213246|SUPT4H1";1794;1806;1339;1393;1611;1777;1441;1953
"ENSG00000285897";16;4;16;19;9;12;7;13
"ENSG00000289147";0;5;3;13;7;3;4;5
"ENSG00000108389|MTMR4";2811;2708;2284;2387;2377;2469;2396;2718
"ENSG00000264672|SEPTIN4-AS1";0;3;16;11;5;0;0;16
"ENSG00000108387|SEPTIN4";22;18;38;36;37;57;26;80
"ENSG00000121101|TEX14";0;0;0;4;0;8;0;4
"ENSG00000266826|IGBP1C";0;0;0;0;0;0;0;0
"ENSG00000199426|RNU1-108P";0;0;0;0;0;0;0;0
"ENSG00000266561";0;0;0;0;0;0;0;0
"ENSG00000206917|RNU1-52P";0;0;0;0;0;0;0;0
"ENSG00000200997|RNVU1-34";0;0;0;0;0;0;0;0
"ENSG00000212195|U3";29;31;11;11;9;9;0;0
"ENSG00000290039";4;2;1;2;0;0;0;0
"ENSG00000108384|RAD51C";881;741;631;532;536;511;487;629
"ENSG00000276601|Metazoa_SRP";0;0;0;0;0;0;0;0
"ENSG00000251865|RNU6-518P";0;0;0;0;0;0;0;0
"ENSG00000241462";0;0;0;0;0;0;0;0
"ENSG00000275680|Metazoa_SRP";0;0;0;0;0;0;0;0
"ENSG00000263938";0;0;0;0;0;0;0;0
"ENSG00000263558|RN7SL716P";0;0;0;0;0;0;0;0
"ENSG00000108395|TRIM37";3715;3388;3239;2747;3289;3441;2547;3300
"ENSG00000182628|SKA2";3751;2962;2944;2486;2438;2412;2149;2437
"ENSG00000211514|MIR454";2;0;3;0;2;0;0;3
"ENSG00000207996|MIR301A";1;1;1;1;1;1;0;1
"ENSG00000175175|PPM1E";0;7;8;6;0;3;7;12
"ENSG00000224738";3;7;15;20;12;16;9;0
"ENSG00000252212|RNU2-58P";0;0;0;0;0;0;0;0
"ENSG00000153982|GDPD1";48;40;49;58;55;150;116;98
"ENSG00000207235|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000068489|PRR11";5103;2244;2440;2335;1270;653;1065;1095
"ENSG00000266537|SPDYE22P";0;0;0;0;0;0;0;0
"ENSG00000265303";0;1;0;0;0;0;0;1
"ENSG00000265415|PRR11-AS1";1;1;0;1;0;1;1;0
"ENSG00000167447|SMG8";1535;1765;1568;1339;1564;1462;1442;1729
"ENSG00000175155|YPEL2";331;568;514;427;693;950;671;901
"ENSG00000278863";2;3;0;6;3;4;0;1
"ENSG00000263857|MIR4729";0;0;0;0;0;1;0;0
"ENSG00000266002";0;0;0;0;2;0;1;0
"ENSG00000108406|DHX40";4328;4993;4941;3990;5232;5525;4673;5956
"ENSG00000274378";3;4;0;0;3;3;2;0
"ENSG00000108423|TUBD1";297;212;206;226;312;274;222;280
"ENSG00000270264|NDUFB8P2";0;0;0;0;0;0;0;0
"ENSG00000108443|RPS6KB1";2533;2711;2571;2117;2674;2452;2285;2568
"ENSG00000267318";0;0;0;0;0;0;0;0
"ENSG00000189050|RNFT1";598;609;548;441;484;567;427;458
"ENSG00000267302|RNFT1-DT";2;2;5;0;3;0;0;0
"ENSG00000238283|TBC1D3P1";0;0;0;0;0;0;0;0
"ENSG00000241913|RPS29P21";1;2;1;0;2;3;0;0
"ENSG00000267104|TBC1D3P1-DHX40P1";98;59;63;84;93;109;107;122
"ENSG00000266992|DHX40P1";170;266;242;139;167;172;172;227
"ENSG00000267295";3;3;0;0;2;2;2;0
"ENSG00000141367|CLTC";48410;39216;36736;34782;33529;31651;29116;33955
"ENSG00000141378|PTRH2";435;465;430;325;401;464;351;424
"ENSG00000062716|VMP1";7655;8108;6883;5967;5911;5052;4179;5385
"ENSG00000273702";37;18;11;24;43;22;20;24
"ENSG00000284190|MIR21";1;1;1;1;1;1;1;1
"ENSG00000068097|HEATR6";1774;1761;1600;1508;1713;2004;1555;1953
"ENSG00000267416|HEATR6-DT";3;0;0;12;12;8;0;0
"ENSG00000264049|MIR4737";1;1;1;1;1;1;1;1
"ENSG00000267526";13;6;7;11;3;0;3;7
"ENSG00000293515";758;917;877;932;787;983;718;968
"ENSG00000261040|WFDC21P";2;3;3;2;2;1;3;2
"ENSG00000167434|CA4";6;0;9;0;0;0;0;14
"ENSG00000267248";44;59;49;49;48;56;52;79
"ENSG00000277532";0;0;0;0;0;0;0;0
"ENSG00000286435";3;0;0;0;0;0;0;0
"ENSG00000267095";0;0;0;0;0;0;0;0
"ENSG00000213228|RPL12P38";0;0;0;0;2;1;0;0
"ENSG00000293252";0;0;0;0;2;0;0;0
"ENSG00000170832|USP32";5555;4719;4529;4215;4531;4447;4050;4811
"ENSG00000275562|SEPTIN7P12";0;0;0;0;0;0;0;0
"ENSG00000271626|H3P42";0;0;0;0;0;0;0;0
"ENSG00000141371|CHCT1";0;0;0;0;2;0;2;0
"ENSG00000252577|SCARNA20";1;0;0;0;5;0;3;0
"ENSG00000241157|RPL32P32";4;5;0;0;0;0;0;0
"ENSG00000062725|APPBP2";5667;6456;5909;5139;6513;6485;5620;6815
"ENSG00000270553";0;0;0;0;0;0;0;0
"ENSG00000259349|APPBP2-DT";20;16;24;4;13;12;13;21
"ENSG00000170836|PPM1D";1653;1561;1459;1274;1629;1846;1584;1859
"ENSG00000200013|RNU6-623P";0;0;0;0;0;0;0;0
"ENSG00000121075|TBX4";3;0;5;5;8;15;0;19
"ENSG00000267137";0;0;0;0;0;0;0;0
"ENSG00000141376|BCAS3";1087;1286;1112;1035;1180;1246;1106;1446
"ENSG00000239932|RN7SL606P";0;0;0;0;0;0;0;0
"ENSG00000224011|RPL36AP46";0;0;0;0;0;0;3;0
"ENSG00000252534|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000264322|RN7SL448P";1;0;0;0;3;2;0;0
"ENSG00000267207|BCAS3-AS1";0;0;0;0;0;0;0;0
"ENSG00000267449";0;0;0;0;0;0;0;0
"ENSG00000227694|RPL23AP74";0;2;0;10;2;0;0;1
"ENSG00000273982";0;0;0;0;0;0;0;0
"ENSG00000266934";1;2;0;2;9;1;1;0
"ENSG00000267280|TBX2-AS1";274;294;215;156;300;265;253;356
"ENSG00000121068|TBX2";7097;6583;5512;4814;4686;4831;4480;5772
"ENSG00000267083|KRT18P61";0;0;0;0;5;2;0;2
"ENSG00000254114|HMGN1P28";0;0;0;0;0;0;0;0
"ENSG00000286997";0;0;0;0;5;0;0;7
"ENSG00000267131";0;0;0;0;8;8;2;0
"ENSG00000289926";31;67;40;41;26;42;25;27
"ENSG00000187013|LINC02875";98;100;111;58;89;63;46;91
"ENSG00000108506|INTS2";1266;1229;1086;951;1037;894;783;950
"ENSG00000202361|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000136492|BRIP1";4472;2196;2498;2267;1560;854;1191;860
"ENSG00000266066|POLRMTP1";13;22;19;22;12;6;22;8
"ENSG00000290800|TBC1D3P2";0;0;0;1;0;0;0;0
"ENSG00000188755|TBC1D3P2";0;0;0;0;0;0;0;0
"ENSG00000263887|USP32P4";176;161;114;178;163;152;131;167
"ENSG00000285879";0;0;2;0;0;0;0;0
"ENSG00000200842|Y_RNA";0;0;1;0;0;0;0;0
"ENSG00000108510|MED13";8258;8572;8034;7187;8076;8121;7146;8490
"ENSG00000279133";59;73;56;91;32;14;25;33
"ENSG00000242398|RN7SL800P";1;0;1;0;0;0;1;1
"ENSG00000289293";244;311;230;235;226;309;224;293
"ENSG00000087995|METTL2A";1225;1296;974;895;1147;1160;1003;1272
"ENSG00000146872|TLK2";3228;3216;2802;2605;2362;2820;2353;2820
"ENSG00000239246";2;4;0;1;0;0;6;0
"ENSG00000264546";5;19;3;13;15;3;6;4
